DATE,SALES,COST_OF_SALES,QUANTITY_SOLD,PRICE_PER_UNIT,GROSS_PROFIT,GROSS_PROFIT_PERCENT,GROSS_PROFIT_PER_UNIT,TOTAL_REVENUE,AVG_UNIT_SALES_PRICE,SALES_STATUS,PROMOTION_PERIOD,LOSS_STATUS
15/10/2016,92159.02979,83371.81702,2147,43,8787,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/11/2014,180685.51070,176898.27780,4802,38,3787,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/11/2015,168729.96240,184673.48850,4803,35,-15944,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/11/2016,95509.13498,88104.20453,2181,44,7405,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/12/2014,282246.62870,304489.63830,7341,38,-22243,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/12/2015,220271.72140,237123.34330,6212,35,-16852,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/2/2014,367729.26820,373973.59330,11332,32,-6244,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/2/2015,203861.47240,217065.61520,5406,38,-13204,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/2/2016,123445.38160,108669.22540,2940,42,14776,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/3/2014,518183.21040,534383.14310,15971,32,-16200,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/3/2015,67152.47495,66802.98322,1631,41,349,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/3/2016,55489.33276,52263.05699,1320,42,3226,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/4/2014,249805.51720,255956.65400,7497,33,-6151,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/4/2015,58278.45793,56969.92259,1398,42,1309,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/4/2016,354042.02320,373200.30600,10045,35,-19158,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/5/2014,270123.55080,289864.79850,8408,32,-19741,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/5/2015,380592.57760,409812.43270,10084,38,-29220,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/5/2016,51497.23734,44611.93968,1224,42,6885,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/6/2014,224232.12140,233554.03220,6991,32,-9322,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/6/2015,149501.57450,143962.87190,3557,42,5539,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/6/2016,224030.55440,237934.73420,6541,34,-13904,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/7/2014,110288.23420,107437.38100,3148,35,2851,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/7/2015,80326.44081,81730.27070,2050,39,-1404,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/7/2016,80345.63766,68788.09454,1910,42,11558,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/8/2014,473321.88250,491559.42300,14587,32,-18238,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/8/2015,117288.01010,122504.35720,3068,38,-5216,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/8/2016,162727.52480,168580.17060,4649,35,-5853,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
15/9/2014,120236.18270,118094.04320,3432,35,2142,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/9/2015,51002.83957,48601.96750,1300,39,2401,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
15/9/2016,40742.17168,36464.75981,1010,40,4277,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/1/2014,84904.90171,83350.43316,2491,34,1554,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/1/2015,149444.05680,152030.98650,3629,41,-2587,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/1/2016,191287.35350,177577.28720,4652,41,13710,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/10/2014,95229.77348,91087.85134,2591,37,4142,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/10/2015,110809.31580,107331.98050,2810,39,3477,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/10/2016,57296.28785,52701.29461,1335,43,4595,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/11/2014,75871.43677,73905.81016,2017,38,1966,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/11/2015,177192.56980,193615.30370,5042,35,-16423,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/11/2016,77229.97189,71428.87000,1763,44,5801,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/12/2014,166037.92570,179571.12910,4308,39,-13533,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/12/2015,234468.07120,251493.90890,6585,36,-17026,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/2/2014,133913.84140,136797.07740,4127,32,-2883,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/2/2015,220506.20930,234723.22000,5846,38,-14217,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/2/2016,77344.69187,68269.24884,1841,42,9075,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/3/2014,226617.95490,233191.10460,6968,33,-6573,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/3/2015,80635.28925,80121.29052,1959,41,514,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/3/2016,41893.30316,39495.45590,997,42,2398,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/4/2014,294023.41090,301522.35230,8821,33,-7499,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/4/2015,50000.10144,48827.88538,1198,42,1172,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/4/2016,327352.26140,345338.62810,9301,35,-17986,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/5/2014,415315.38390,441790.76720,12949,32,-26475,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/5/2015,413700.17890,445569.71910,10964,38,-31870,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/5/2016,42871.83287,37139.30826,1019,42,5733,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/6/2014,185606.27500,193340.31540,5788,32,-7734,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/6/2015,100477.29680,96810.10358,2395,42,3667,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/6/2016,201918.22210,209095.56970,5749,35,-7177,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/7/2014,156536.68620,164641.35400,4825,32,-8105,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/7/2015,71912.56573,73762.62917,1849,39,-1850,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/7/2016,95297.33863,81655.85773,2266,42,13641,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/8/2014,541600.89220,562953.37080,16686,32,-21352,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/8/2015,71056.06100,74589.17287,1866,38,-3533,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/8/2016,114708.94600,119758.06170,3302,35,-5049,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
16/9/2014,83204.19669,81753.42459,2375,35,1451,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/9/2015,30194.71596,28605.46080,773,39,1589,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
16/9/2016,69864.83699,62545.19068,1733,40,7320,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/1/2014,135460.61970,132703.33540,3968,34,2757,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/1/2015,170624.07990,173547.02710,4144,41,-2923,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/1/2016,92595.46084,86018.18961,2252,41,6577,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/10/2014,121057.86130,116949.79130,3293,37,4108,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/10/2015,111527.01350,108023.60730,2829,39,3503,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/10/2016,57184.94127,51764.93737,1332,43,5420,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/11/2014,86313.33408,84418.78911,2297,38,1895,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/11/2015,152368.74910,166625.36500,4342,35,-14257,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/12/2014,148910.99840,161137.52200,3865,39,-12227,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/12/2015,213778.13810,230994.35520,6051,35,-17216,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/2/2014,150800.34700,152887.10640,4649,32,-2087,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/2/2015,139935.93700,148697.54370,3713,38,-8762,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/2/2016,158963.02490,167521.52590,4529,35,-8559,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/3/2014,243707.87190,250794.22130,7494,33,-7086,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/3/2015,50669.63710,50308.95705,1230,41,361,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/3/2016,34348.50419,32292.83760,817,42,2056,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/4/2014,612236.00580,627927.75870,18366,33,-15692,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/4/2015,103911.91910,101408.94960,2485,42,2503,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/4/2016,164809.30300,175167.42880,4678,35,-10358,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/5/2014,498716.99760,526707.37700,15508,32,-27990,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/5/2015,177159.67310,190811.57790,4695,38,-13652,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/5/2016,39104.63910,33890.36043,930,42,5214,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/6/2014,212687.50940,221403.64500,6632,32,-8716,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/6/2015,89072.70535,85639.30775,2120,42,3433,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/6/2016,329344.26830,341253.32960,9385,35,-11909,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/7/2014,80823.05920,78844.86050,2307,35,1978,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/7/2015,119204.30950,122669.69940,3070,39,-3465,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/7/2016,45324.05453,38809.80890,1078,42,6514,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/8/2014,239513.97900,249203.12080,7380,32,-9689,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/8/2015,64394.07445,67505.25414,1690,38,-3111,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/8/2016,122318.90750,128298.34350,3536,35,-5979,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
17/9/2014,73768.03473,72471.91932,2105,35,1296,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/9/2015,29751.22261,28084.23513,760,39,1667,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
17/9/2016,100120.71110,89572.40762,2482,40,10548,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/1/2014,149925.74970,146928.41180,4393,34,2997,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/1/2015,74744.28315,76003.92825,1815,41,-1260,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/1/2016,96947.05429,89961.35950,2357,41,6986,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/10/2014,169498.91640,164492.94660,4611,37,5006,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/10/2015,59808.13867,57937.45866,1517,39,1871,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/10/2016,40951.10428,37288.62455,954,43,3662,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/11/2014,62631.79875,61158.36109,1665,38,1473,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/11/2015,147471.80490,161402.91870,4202,35,-13931,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/12/2014,202359.14290,221435.76860,5288,38,-19077,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/12/2015,273563.01480,295854.55230,7750,35,-22292,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/2/2014,55591.93034,53463.24421,1627,34,2129,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/2/2015,161064.75230,170739.36660,4270,38,-9675,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/2/2016,69598.07115,61492.96831,1658,42,8105,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/3/2014,94849.74380,90571.58892,2707,35,4278,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/3/2015,48648.99266,48362.06879,1182,41,287,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/3/2016,78276.83122,73746.75871,1866,42,4530,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/4/2014,464815.51790,476692.54370,13940,33,-11877,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/4/2015,132843.22260,129545.53210,3172,42,3298,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/4/2016,151157.79430,159828.76500,4294,35,-8671,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/5/2014,166433.17210,174376.63250,5141,32,-7943,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/5/2015,196420.76350,211510.78610,5205,38,-15090,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/5/2016,34406.75001,29884.33059,818,42,4522,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/6/2014,184259.69240,192057.51080,5752,32,-7798,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/6/2015,78746.59586,75673.78199,1875,42,3073,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/6/2016,308642.97720,327672.04150,9012,34,-19029,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/7/2014,124615.68560,121612.17890,3557,35,3004,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/7/2015,129441.27870,132493.43150,3322,39,-3052,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/7/2016,51604.11841,44222.78448,1227,42,7381,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/8/2014,255224.22260,265532.54620,7864,32,-10308,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/8/2015,35165.97208,36841.96732,922,38,-1676,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/8/2016,112010.34450,117374.19160,3236,35,-5364,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
18/9/2014,69425.44512,68280.38328,1982,35,1145,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/9/2015,68504.63944,64881.97565,1755,39,3623,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
18/9/2016,49825.09704,44593.79688,1235,40,5231,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/1/2014,74297.30718,72782.28432,2176,34,1515,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/1/2015,90144.16140,91110.96935,2189,41,-967,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/1/2016,70512.89450,65453.27639,1715,41,5060,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/10/2014,90692.37588,87911.21158,2468,37,2781,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/10/2015,55166.22623,53436.89709,1399,39,1729,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/10/2016,37672.44729,33678.45927,877,43,3994,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/11/2014,48529.10336,47409.55406,1291,38,1120,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/11/2015,145697.15200,159317.60940,4151,35,-13620,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/12/2014,274343.65430,299516.83780,7141,38,-25173,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/12/2015,337506.78840,362223.16090,9490,36,-24716,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/2/2014,106427.19180,107736.44410,3281,32,-1309,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/2/2015,144328.54520,152824.11490,3827,38,-8496,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/2/2016,161275.60220,143446.35830,3841,42,17829,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/3/2014,92386.78307,88255.84099,2637,35,4131,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/3/2015,43213.17762,42981.21685,1050,41,232,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/3/2016,92851.40266,87451.56618,2211,42,5400,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/4/2014,360480.94040,369765.61280,10814,33,-9285,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/4/2015,62786.61128,61213.25591,1497,42,1573,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/4/2016,126895.93650,133726.28060,3606,35,-6830,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/5/2014,168520.62940,175540.11550,5194,32,-7019,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/5/2015,137940.87220,147846.05220,3638,38,-9905,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/5/2016,39403.65856,34229.63192,937,42,5174,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/6/2014,113735.81620,119544.01980,3578,32,-5808,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/6/2015,141913.38240,136017.75040,3376,42,5896,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/6/2016,134472.40660,139385.87620,3831,35,-4913,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/7/2014,242758.95050,255779.85450,7485,32,-13021,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/7/2015,77645.74994,79555.63474,1982,39,-1910,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/7/2016,37870.11903,32436.79597,900,42,5433,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/8/2014,160372.03970,167021.15780,4941,32,-6649,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/8/2015,23234.18320,24104.08598,604,38,-870,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/8/2016,229861.47030,241090.13360,6646,35,-11229,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
19/9/2014,137154.95410,135276.90960,3915,35,1878,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/9/2015,68996.56176,65211.57177,1766,39,3785,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
19/9/2016,46566.46205,41660.44043,1155,40,4906,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/1/2014,200173.11680,202881.17770,6175,32,-2708,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/1/2015,271101.46170,295019.46940,7023,39,-23918,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/1/2016,262421.28190,285675.84570,7479,35,-23255,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/10/2014,470507.66300,506072.03330,14503,32,-35564,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/10/2015,393635.17490,448390.96580,11758,33,-54756,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/10/2016,118580.47260,113346.95730,3173,37,5234,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/11/2014,148476.18120,145646.33680,4038,37,2830,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/11/2015,269555.02310,281915.19210,7316,37,-12360,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/11/2016,97558.24705,86203.87520,2284,43,11354,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/12/2014,88219.52549,85533.42892,2170,41,2686,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/12/2015,248437.71130,269807.62040,7056,35,-21370,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/2/2014,113433.58100,111466.51680,3320,34,1967,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/2/2015,151737.21880,154148.59880,3685,41,-2411,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/2/2016,278116.36930,295645.62910,8116,34,-17529,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/3/2014,478902.30490,495554.44990,15004,32,-16652,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/3/2015,234705.59280,252709.82310,6221,38,-18004,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/3/2016,171196.17520,174428.68090,4451,38,-3233,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/4/2014,155620.50380,153366.01880,4575,34,2254,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/4/2015,715032.18990,777522.19280,18936,38,-62490,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/4/2016,195831.09750,205442.82810,5259,37,-9612,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/5/2014,163849.03580,157300.62560,4581,36,6548,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/5/2015,461667.00390,496852.80200,12217,38,-35186,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/5/2016,283284.58130,304997.85180,8298,34,-21713,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/6/2014,425845.19600,442155.99120,13256,32,-16311,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/6/2015,334318.89780,360168.82710,8863,38,-25850,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/6/2016,278071.38660,295548.24160,8120,34,-17477,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/7/2014,104760.70620,101615.73200,2990,35,3145,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/7/2015,250481.61770,266061.92840,6639,38,-15580,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/7/2016,454543.28580,490487.02460,13609,33,-35944,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/8/2014,628685.21880,653779.96350,19384,32,-25095,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/8/2015,88154.33871,90828.66170,2258,39,-2674,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/8/2016,70641.25372,60629.55300,1679,42,10012,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
2/9/2014,469469.94100,523480.30330,15291,31,-54010,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/9/2015,345776.25030,373816.16840,10102,34,-28040,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
2/9/2016,370355.00170,392493.08270,10830,34,-22138,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/1/2014,83356.42456,81789.13612,2443,34,1567,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/1/2015,97826.80880,99134.30699,2376,41,-1307,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/1/2016,159590.49010,182351.13880,4776,33,-22761,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/10/2014,101723.91500,98870.81188,2773,37,2853,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/10/2015,42054.68047,40736.15048,1067,39,1319,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/10/2016,38648.13752,35038.06869,906,43,3610,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/11/2014,51040.88137,50038.14263,1361,38,1003,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/11/2015,301033.98650,328965.14330,8567,35,-27931,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/12/2014,316167.07470,346378.30480,8268,38,-30211,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/12/2015,155312.78390,167421.97370,4382,35,-12109,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/2/2014,78940.55442,75934.39482,2310,34,3006,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/2/2015,293071.75920,310240.37840,7770,38,-17169,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/2/2016,325215.07680,345446.00180,9260,35,-20231,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
20/3/2014,180394.82770,172344.30440,5149,35,8051,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/3/2015,96881.01809,96453.28728,2353,41,428,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
20/3/2016,54845.78930,51625.51172,1304,42,3220,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
